PROVIDER;DESCRIPTION;ACCOUNTID;REGION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_NAME;REQUIREMENTS_ATTRIBUTES_WELLARCHITECTEDQUESTIONID;REQUIREMENTS_ATTRIBUTES_WELLARCHITECTEDPRACTICEID;REQUIREMENTS_ATTRIBUTES_SECTION;REQUIREMENTS_ATTRIBUTES_SUBSECTION;REQUIREMENTS_ATTRIBUTES_LEVELOFRISK;REQUIREMENTS_ATTRIBUTES_ASSESSMENTMETHOD;REQUIREMENTS_ATTRIBUTES_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_IMPLEMENTATIONGUIDANCEURL;STATUS;STATUSEXTENDED;RESOURCEID;CHECKID;MUTED;RESOURCENAME;FRAMEWORK;NAME
aws;Best Practices for AWS Well-Architected Framework Security Pillar. The focus of this framework is the security pillar of the AWS Well-Architected Framework. It provides guidance to help you apply best practices, current recommendations in the design, delivery, and maintenance of secure AWS workloads.;858573892697;us-east-1;2026-09-19 09:30:34.148196;SEC04-BP01;Retain security event logs from services and applications. This is a fundamental principle of security for audit, investigations, and operational use cases, and a common security requirement driven by governance, risk, and compliance (GRC) standards, policies, and procedures.;SEC04-BP01 Configure service and application logging;detect-investigate-events;sec_detect_investigate_events_app_service_logging;Detection;Detection;High;Automated;Retain security event logs from services and applications. This is a fundamental principle of security for audit, investigations, and operational use cases, and a common security requirement driven by governance, risk, and compliance (GRC) standards, policies, and procedures.;https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_detect_investigate_events_app_service_logging.html#implementation-guidance.;FAIL;Lambda function security-remediation-ssh is not recorded by CloudTrail.;arn:aws:lambda:us-east-1:858573892697:function:security-remediation-ssh;awslambda_function_invoke_api_operations_cloudtrail_logging_enabled;False;security-remediation-ssh;AWS-Well-Architected-Framework-Security-Pillar;AWS Well-Architected Framework Security Pillar
aws;Best Practices for AWS Well-Architected Framework Security Pillar. The focus of this framework is the security pillar of the AWS Well-Architected Framework. It provides guidance to help you apply best practices, current recommendations in the design, delivery, and maintenance of secure AWS workloads.;858573892697;us-east-1;2026-09-19 09:30:34.148196;SEC02-BP03;A workload requires an automated capability to prove its identity to databases, resources, and third-party services. This is accomplished using secret access credentials, such as API access keys, passwords, and OAuth tokens. Using a purpose-built service to store, manage, and rotate these credentials helps reduce the likelihood that those credentials become compromised.;SEC02-BP03 Store and use secrets securely;identities;sec_identities_secrets;Identity and access management;Identity management;High;Automated;A workload requires an automated capability to prove its identity to databases, resources, and third-party services. This is accomplished using secret access credentials, such as API access keys, passwords, and OAuth tokens. Using a purpose-built service to store, manage, and rotate these credentials helps reduce the likelihood that those credentials become compromised.;https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_identities_secrets.html#implementation-guidance.;PASS;No secrets found in Lambda function security-remediation-s3-public code.;arn:aws:lambda:us-east-1:858573892697:function:security-remediation-s3-public;awslambda_function_no_secrets_in_code;False;security-remediation-s3-public;AWS-Well-Architected-Framework-Security-Pillar;AWS Well-Architected Framework Security Pillar
aws;Best Practices for AWS Well-Architected Framework Security Pillar. The focus of this framework is the security pillar of the AWS Well-Architected Framework. It provides guidance to help you apply best practices, current recommendations in the design, delivery, and maintenance of secure AWS workloads.;858573892697;us-east-1;2026-09-19 09:30:34.148196;SEC02-BP03;A workload requires an automated capability to prove its identity to databases, resources, and third-party services. This is accomplished using secret access credentials, such as API access keys, passwords, and OAuth tokens. Using a purpose-built service to store, manage, and rotate these credentials helps reduce the likelihood that those credentials become compromised.;SEC02-BP03 Store and use secrets securely;identities;sec_identities_secrets;Identity and access management;Identity management;High;Automated;A workload requires an automated capability to prove its identity to databases, resources, and third-party services. This is accomplished using secret access credentials, such as API access keys, passwords, and OAuth tokens. Using a purpose-built service to store, manage, and rotate these credentials helps reduce the likelihood that those credentials become compromised.;https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_identities_secrets.html#implementation-guidance.;PASS;No secrets found in Lambda function security-remediation-s3-encryption code.;arn:aws:lambda:us-east-1:858573892697:function:security-remediation-s3-encryption;awslambda_function_no_secrets_in_code;False;security-remediation-s3-encryption;AWS-Well-Architected-Framework-Security-Pillar;AWS Well-Architected Framework Security Pillar
aws;Best Practices for AWS Well-Architected Framework Security Pillar. The focus of this framework is the security pillar of the AWS Well-Architected Framework. It provides guidance to help you apply best practices, current recommendations in the design, delivery, and maintenance of secure AWS workloads.;858573892697;us-east-1;2026-09-19 09:30:34.148196;SEC02-BP03;A workload requires an automated capability to prove its identity to databases, resources, and third-party services. This is accomplished using secret access credentials, such as API access keys, passwords, and OAuth tokens. Using a purpose-built service to store, manage, and rotate these credentials helps reduce the likelihood that those credentials become compromised.;SEC02-BP03 Store and use secrets securely;identities;sec_identities_secrets;Identity and access management;Identity management;High;Automated;A workload requires an automated capability to prove its identity to databases, resources, and third-party services. This is accomplished using secret access credentials, such as API access keys, passwords, and OAuth tokens. Using a purpose-built service to store, manage, and rotate these credentials helps reduce the likelihood that those credentials become compromised.;https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_identities_secrets.html#implementation-guidance.;PASS;No secrets found in Lambda function security-remediation-cloudtrail code.;arn:aws:lambda:us-east-1:858573892697:function:security-remediation-cloudtrail;awslambda_function_no_secrets_in_code;False;security-remediation-cloudtrail;AWS-Well-Architected-Framework-Security-Pillar;AWS Well-Architected Framework Security Pillar
aws;Best Practices for AWS Well-Architected Framework Security Pillar. The focus of this framework is the security pillar of the AWS Well-Architected Framework. It provides guidance to help you apply best practices, current recommendations in the design, delivery, and maintenance of secure AWS workloads.;858573892697;us-east-1;2026-09-19 09:30:34.148196;SEC02-BP03;A workload requires an automated capability to prove its identity to databases, resources, and third-party services. This is accomplished using secret access credentials, such as API access keys, passwords, and OAuth tokens. Using a purpose-built service to store, manage, and rotate these credentials helps reduce the likelihood that those credentials become compromised.;SEC02-BP03 Store and use secrets securely;identities;sec_identities_secrets;Identity and access management;Identity management;High;Automated;A workload requires an automated capability to prove its identity to databases, resources, and third-party services. This is accomplished using secret access credentials, such as API access keys, passwords, and OAuth tokens. Using a purpose-built service to store, manage, and rotate these credentials helps reduce the likelihood that those credentials become compromised.;https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_identities_secrets.html#implementation-guidance.;PASS;No secrets found in Lambda function security-remediation-rdp code.;arn:aws:lambda:us-east-1:858573892697:function:security-remediation-rdp;awslambda_function_no_secrets_in_code;False;security-remediation-rdp;AWS-Well-Architected-Framework-Security-Pillar;AWS Well-Architected Framework Security Pillar
aws;Best Practices for AWS Well-Architected Framework Security Pillar. The focus of this framework is the security pillar of the AWS Well-Architected Framework. It provides guidance to help you apply best practices, current recommendations in the design, delivery, and maintenance of secure AWS workloads.;858573892697;us-east-1;2026-09-19 09:30:34.148196;SEC02-BP03;A workload requires an automated capability to prove its identity to databases, resources, and third-party services. This is accomplished using secret access credentials, such as API access keys, passwords, and OAuth tokens. Using a purpose-built service to store, manage, and rotate these credentials helps reduce the likelihood that those credentials become compromised.;SEC02-BP03 Store and use secrets securely;identities;sec_identities_secrets;Identity and access management;Identity management;High;Automated;A workload requires an automated capability to prove its identity to databases, resources, and third-party services. This is accomplished using secret access credentials, such as API access keys, passwords, and OAuth tokens. Using a purpose-built service to store, manage, and rotate these credentials helps reduce the likelihood that those credentials become compromised.;https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_identities_secrets.html#implementation-guidance.;PASS;No secrets found in Lambda function security-remediation-ssh code.;arn:aws:lambda:us-east-1:858573892697:function:security-remediation-ssh;awslambda_function_no_secrets_in_code;False;security-remediation-ssh;AWS-Well-Architected-Framework-Security-Pillar;AWS Well-Architected Framework Security Pillar
aws;Best Practices for AWS Well-Architected Framework Security Pillar. The focus of this framework is the security pillar of the AWS Well-Architected Framework. It provides guidance to help you apply best practices, current recommendations in the design, delivery, and maintenance of secure AWS workloads.;858573892697;us-east-1;2026-09-19 09:30:34.148196;SEC02-BP03;A workload requires an automated capability to prove its identity to databases, resources, and third-party services. This is accomplished using secret access credentials, such as API access keys, passwords, and OAuth tokens. Using a purpose-built service to store, manage, and rotate these credentials helps reduce the likelihood that those credentials become compromised.;SEC02-BP03 Store and use secrets securely;identities;sec_identities_secrets;Identity and access management;Identity management;High;Automated;A workload requires an automated capability to prove its identity to databases, resources, and third-party services. This is accomplished using secret access credentials, such as API access keys, passwords, and OAuth tokens. Using a purpose-built service to store, manage, and rotate these credentials helps reduce the likelihood that those credentials become compromised.;https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_identities_secrets.html#implementation-guidance.;PASS;No secrets found in Lambda function security-remediation-s3-public variables.;arn:aws:lambda:us-east-1:858573892697:function:security-remediation-s3-public;awslambda_function_no_secrets_in_variables;False;security-remediation-s3-public;AWS-Well-Architected-Framework-Security-Pillar;AWS Well-Architected Framework Security Pillar
aws;Best Practices for AWS Well-Architected Framework Security Pillar. The focus of this framework is the security pillar of the AWS Well-Architected Framework. It provides guidance to help you apply best practices, current recommendations in the design, delivery, and maintenance of secure AWS workloads.;858573892697;us-east-1;2026-09-19 09:30:34.148196;SEC02-BP03;A workload requires an automated capability to prove its identity to databases, resources, and third-party services. This is accomplished using secret access credentials, such as API access keys, passwords, and OAuth tokens. Using a purpose-built service to store, manage, and rotate these credentials helps reduce the likelihood that those credentials become compromised.;SEC02-BP03 Store and use secrets securely;identities;sec_identities_secrets;Identity and access management;Identity management;High;Automated;A workload requires an automated capability to prove its identity to databases, resources, and third-party services. This is accomplished using secret access credentials, such as API access keys, passwords, and OAuth tokens. Using a purpose-built service to store, manage, and rotate these credentials helps reduce the likelihood that those credentials become compromised.;https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_identities_secrets.html#implementation-guidance.;PASS;No secrets found in Lambda function security-remediation-cloudtrail variables.;arn:aws:lambda:us-east-1:858573892697:function:security-remediation-cloudtrail;awslambda_function_no_secrets_in_variables;False;security-remediation-cloudtrail;AWS-Well-Architected-Framework-Security-Pillar;AWS Well-Architected Framework Security Pillar
aws;Best Practices for AWS Well-Architected Framework Security Pillar. The focus of this framework is the security pillar of the AWS Well-Architected Framework. It provides guidance to help you apply best practices, current recommendations in the design, delivery, and maintenance of secure AWS workloads.;858573892697;us-east-1;2026-09-19 09:30:34.148196;SEC02-BP03;A workload requires an automated capability to prove its identity to databases, resources, and third-party services. This is accomplished using secret access credentials, such as API access keys, passwords, and OAuth tokens. Using a purpose-built service to store, manage, and rotate these credentials helps reduce the likelihood that those credentials become compromised.;SEC02-BP03 Store and use secrets securely;identities;sec_identities_secrets;Identity and access management;Identity management;High;Automated;A workload requires an automated capability to prove its identity to databases, resources, and third-party services. This is accomplished using secret access credentials, such as API access keys, passwords, and OAuth tokens. Using a purpose-built service to store, manage, and rotate these credentials helps reduce the likelihood that those credentials become compromised.;https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_identities_secrets.html#implementation-guidance.;PASS;No secrets found in Lambda function security-remediation-s3-encryption variables.;arn:aws:lambda:us-east-1:858573892697:function:security-remediation-s3-encryption;awslambda_function_no_secrets_in_variables;False;security-remediation-s3-encryption;AWS-Well-Architected-Framework-Security-Pillar;AWS Well-Architected Framework Security Pillar
aws;Best Practices for AWS Well-Architected Framework Security Pillar. The focus of this framework is the security pillar of the AWS Well-Architected Framework. It provides guidance to help you apply best practices, current recommendations in the design, delivery, and maintenance of secure AWS workloads.;858573892697;us-east-1;2026-09-19 09:30:34.148196;SEC02-BP03;A workload requires an automated capability to prove its identity to databases, resources, and third-party services. This is accomplished using secret access credentials, such as API access keys, passwords, and OAuth tokens. Using a purpose-built service to store, manage, and rotate these credentials helps reduce the likelihood that those credentials become compromised.;SEC02-BP03 Store and use secrets securely;identities;sec_identities_secrets;Identity and access management;Identity management;High;Automated;A workload requires an automated capability to prove its identity to databases, resources, and third-party services. This is accomplished using secret access credentials, such as API access keys, passwords, and OAuth tokens. Using a purpose-built service to store, manage, and rotate these credentials helps reduce the likelihood that those credentials become compromised.;https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_identities_secrets.html#implementation-guidance.;PASS;No secrets found in Lambda function security-remediation-rdp variables.;arn:aws:lambda:us-east-1:858573892697:function:security-remediation-rdp;awslambda_function_no_secrets_in_variables;False;security-remediation-rdp;AWS-Well-Architected-Framework-Security-Pillar;AWS Well-Architected Framework Security Pillar
aws;Best Practices for AWS Well-Architected Framework Security Pillar. The focus of this framework is the security pillar of the AWS Well-Architected Framework. It provides guidance to help you apply best practices, current recommendations in the design, delivery, and maintenance of secure AWS workloads.;858573892697;us-east-1;2026-09-19 09:30:34.148196;SEC02-BP03;A workload requires an automated capability to prove its identity to databases, resources, and third-party services. This is accomplished using secret access credentials, such as API access keys, passwords, and OAuth tokens. Using a purpose-built service to store, manage, and rotate these credentials helps reduce the likelihood that those credentials become compromised.;SEC02-BP03 Store and use secrets securely;identities;sec_identities_secrets;Identity and access management;Identity management;High;Automated;A workload requires an automated capability to prove its identity to databases, resources, and third-party services. This is accomplished using secret access credentials, such as API access keys, passwords, and OAuth tokens. Using a purpose-built service to store, manage, and rotate these credentials helps reduce the likelihood that those credentials become compromised.;https://docs.aws.amazon.com/wellarchitected/latest/security-pillar/sec_identities_secrets.html#implementation-guidance.;PASS;No secrets found in Lambda function security-remediation-ssh variables.;arn:aws:lambda:us-east-1:858573892697:function:security-remediation-ssh;awslambda_function_no_secrets_in_variables;False;security-remediation-ssh;AWS-Well-Architected-Framework-Security-Pillar;AWS Well-Architected Framework Security Pillar
